id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,prob_func,prob_repair,prob_nonfunc,dist_nearest_functional_km,n_nonfunc_in_area,priority_score,likelihood_nonfunc,impact_score,score_population,score_dist_nearest_functional_km,score_n_nonfunc_in_area,score_quantity
2190,0.0,2013-03-17,0,9,0,39.33578541,-6.90294761,Mzaya,0,Wami / Ruvu,Mzaya,Dar es Salaam,7,3,Temeke,Kibada,250.0,True,GeoData Consultants Ltd,SWC,,False,2000,other,other,other,other - school,other,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.028475170407630663,0.002216097621503923,0.9693087319708652,2.3115139824420132,35.0,72.1,0.969,7.4,6.8,5.2,9.3,10
11163,50.0,2013-01-17,Ministry Of Water,1148,DWE,33.5190084,-2.15825091,Kwa Malima Christipher,0,Lake Victoria,Maji,Mara,20,4,Bunda,Neruma,250.0,True,GeoData Consultants Ltd,VWC,Kusahunga piped scheme,True,1978,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.10333946093142538,0.0028117782263682345,0.8938487608422063,6.963165571840884,29.0,72.0,0.894,8.1,6.8,7.9,9.0,10
16337,0.0,2013-01-31,Moslem Foundation,-14,Artisan,39.25923157,-8.60235332,Sinza Stand,0,Ruvuma / Southern Coast,Sinza,Lindi,80,13,Kilwa,Miteja,367.0,True,GeoData Consultants Ltd,,,True,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,0.013333107569979035,0.0005284832782196966,0.9861384091518014,11.570967451652894,7.0,72.0,0.986,7.3,7.6,8.9,4.2,7
56642,0.0,2012-10-20,Tcrs,0,TCRS,32.25229776,-4.66195478,Peter,0,Lake Tanganyika,Barabara 2B,Tabora,14,4,Urambo,Milambo,150.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.006753180555708514,0.0014755859626004806,0.9917712334816912,20.04773698858055,11.0,72.0,0.992,7.3,5.0,9.6,5.6,10
42656,0.0,2012-10-20,Tcrs,0,TCRS,32.25227954,-4.66193511,Samirizi,0,Lake Tanganyika,Barabara 2B,Tabora,14,4,Urambo,Milambo,150.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.006753180555708514,0.0014755859626004806,0.9917712334816912,20.050697685093567,11.0,72.0,0.992,7.3,5.0,9.6,5.6,10
33022,0.0,2013-01-21,Fw,364,FW,38.81043384,-10.64783167,Binti Chilala,0,Ruvuma / Southern Coast,Chikunja B,Mtwara,90,33,Masasi,Lukulendi,150.0,True,GeoData Consultants Ltd,VWC,FW,True,1975,other,other,other,vwc,user-group,never pay,never pay,salty abandoned,salty,enough,enough,machine dbh,borehole,groundwater,other,other,0.02982335871483459,0.004624146761861855,0.9655524945233035,8.926830973972784,29.0,72.0,0.966,7.5,5.0,8.4,9.0,10
34905,0.0,2012-10-17,Rwssp,0,DWE,33.65455911,-3.55972474,Mwamadulu A,0,Internal,Mwajiji,Shinyanga,17,8,Kishapu,Mwadui Lohumbo,500.0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.006532394251891084,0.06354556229034623,0.9299220434577625,7.319159804133004,21.0,72.0,0.93,7.7,8.8,8.0,8.2,5
29511,0.0,2013-01-24,Jaica,87,Jaica,39.5036526,-10.0429884,Kwa Adija Mzee,0,Ruvuma / Southern Coast,Amani,Lindi,80,62,Lindi Rural,Tandangongoro,500.0,True,GeoData Consultants Ltd,,,True,2002,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,0.02792299778458844,0.0016924997907388731,0.9703845024246728,2.612725544696385,4.0,72.0,0.97,7.4,8.8,5.8,3.0,10
35322,0.0,2012-10-21,Tcrs,0,TCRS,32.17041912,-4.67765127,Kwa Mzee Siron,0,Lake Tanganyika,10C,Tabora,14,4,Urambo,Kanindo,150.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,milky,milky,enough,enough,shallow well,shallow well,groundwater,other,other,0.010162623413066578,0.004189870282335278,0.9856475063045983,26.72655597219014,11.0,72.0,0.986,7.3,5.0,9.8,5.6,10
62482,0.0,2012-11-01,Ministry Of Water,1498,NYAKILANGANI  CO,34.053197600000004,-1.91097526,Kwa Musa,0,Lake Victoria,Manyago,Mara,20,4,Bunda,Nyamuswa,400.0,,GeoData Consultants Ltd,VWC,NYA/MAK/BUK piped scheme,True,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.0670626668955571,0.004360238557866049,0.9285770945465769,15.973448403005342,21.0,71.9,0.929,7.7,7.9,9.4,8.2,5
39782,0.0,2013-01-28,Norad,1922,Norad,31.59399978,-8.05093808,Kwa Pesambili,0,Lake Tanganyika,Mlimani,Rukwa,15,4,Sumbawanga Urban,Milanzi,530.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa milan,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,0.01271626460566252,0.00028715430551500253,0.9869965810888225,7.924297240656639,18.0,71.9,0.987,7.3,9.3,8.2,7.5,2
22947,0.0,2013-02-18,Government Of Tanzania,-35,DWE,39.27143347,-8.72298894,Ngumbula,0,Ruvuma / Southern Coast,Darajani,Lindi,80,13,Kilwa,Kivinje Singino,230.0,True,GeoData Consultants Ltd,,,True,2006,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.0073002564209227495,0.0010661107335747507,0.9916336328455025,11.607023122470574,3.0,71.9,0.992,7.2,6.6,8.9,2.5,10
22192,0.0,2011-03-22,Ir,544,Ir,36.54827121,-7.31661081,Mahakamani,0,Rufiji,Morogoro,Morogoro,5,1,Kilosa,Malolo,250.0,,GeoData Consultants Ltd,,,True,1982,other,other,other,unknown,unknown,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.015616986658846302,0.0010044769535351124,0.9833785363876185,19.3409043702422,0.0,71.8,0.983,7.3,6.8,9.6,1.2,10
73121,0.0,2012-10-03,Adp,0,WEDECO,32.7824017,-3.90894825,Kwa Chales Mbula,0,Internal,Izengwa,Shinyanga,17,3,Kahama,Isagehe,500.0,True,GeoData Consultants Ltd,VWC,MPEISA,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.18023271369599958,0.003819046602976555,0.8159482397010239,10.378706203922967,17.0,71.8,0.816,8.8,8.8,8.7,7.3,10
39070,0.0,2012-10-03,Adp,0,WEDECO,32.77969192,-3.91001488,Kwa John Mkomu,0,Internal,Izengwa,Shinyanga,17,3,Kahama,Isagehe,500.0,True,GeoData Consultants Ltd,VWC,MPEISA,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.1790174359182218,0.003819046602976555,0.8171635174788016,10.149594001141233,17.0,71.8,0.817,8.8,8.8,8.7,7.3,10
38761,0.0,2011-07-24,Government Of Tanzania,1185,RWE,32.92797717,-1.98980226,Kwangarazi,0,Lake Victoria,Machinkioni,Mwanza,19,1,Ukerewe,Muriti,300.0,True,GeoData Consultants Ltd,VWC,Muriti Water Supply,True,1974,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.0006302364383508202,0.0006626592975482173,0.998707104264101,6.295444874138703,36.0,71.7,0.999,7.2,7.2,7.7,9.4,5
41746,0.0,2013-01-18,Finwater,294,FinWater,39.52357388,-10.81185185,Kwa Kumpete,0,Ruvuma / Southern Coast,Kibaha,Mtwara,9,4,Tandahimba,Nanhyanga,456.0,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.017882025616471564,0.011376135790620969,0.9707418385929073,4.4416269573383,29.0,71.7,0.971,7.4,8.3,6.8,9.0,5
51469,0.0,2013-01-29,Norad,1035,DWE,29.9007723,-4.858569200000001,Kwa Athuman Toi,0,Lake Tanganyika,Kibumba,Kigoma,16,3,Kigoma Rural,Matendo,197.0,False,GeoData Consultants Ltd,WUG,Mradi wa maji matendo,True,1984,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.010566032405299816,0.020964303504056998,0.9684696640906433,4.2041155649881645,22.0,71.7,0.968,7.4,6.2,6.7,8.3,10
41052,0.0,2013-01-26,Finw,243,FinW,39.6547971,-10.8135874,Ofisini,0,Ruvuma / Southern Coast,Majengo,Mtwara,9,4,Tandahimba,Namikupa,500.0,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.001971252165248409,0.0010578497629321188,0.9969708980718196,5.735882266456461,34.0,71.6,0.997,7.2,8.8,7.4,9.3,2
522,0.0,2013-02-07,Fini Water,49,Fini water,40.14344677,-10.44601985,Kilimo,0,Ruvuma / Southern Coast,Sokoni,Mtwara,99,1,Mtwara Rural,Nanguruwe,300.0,True,GeoData Consultants Ltd,,,True,1985,other,other,other,unknown,unknown,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.020945380598922373,0.002380316535755806,0.9766743028653219,2.2752768918062714,19.0,71.6,0.977,7.3,7.2,5.2,7.7,10
67020,0.0,2011-03-15,Ded,210,DW,38.16490328,-6.643283800000001,Lamboni,0,Wami / Ruvu,Buyuni,Pwani,6,1,Bagamoyo,Ubenazamozi,2000.0,True,GeoData Consultants Ltd,VWC,,False,1995,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,dam,dam,surface,other,other,0.09019527796032084,0.006495518950826062,0.9033092030888531,3.116424189481449,4.0,71.6,0.903,7.9,9.9,6.1,3.0,10
18719,0.0,2013-01-26,Finw,237,FinW,39.65341132,-10.8144786,Uhuru,0,Ruvuma / Southern Coast,Uhuru,Mtwara,9,4,Tandahimba,Namikupa,500.0,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.001875096067051838,0.0010489922220947353,0.9970759117108535,5.769655246800249,34.0,71.6,0.997,7.2,8.8,7.4,9.3,2
54064,700.0,2013-02-14,Norad,1337,RWE/DWE,30.58850422,-3.68444279,Zahanati,0,Lake Tanganyika,Kabuye,Kigoma,16,1,Kibondo,Itaba,500.0,True,GeoData Consultants Ltd,VWC,Mukabuye gravity water supply,False,1993,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.019215162839172014,0.030548844428177308,0.9502359927326509,5.6638038044222165,19.0,71.6,0.95,7.5,8.8,7.4,7.7,5
41099,30.0,2012-10-18,Serikali,1249,Wizara ya maji,34.22169489,-1.30270476,Kwa Mzee Ayuka,0,Lake Victoria,Tank,Mara,20,6,Rorya,Koryo,850.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji Nyanduga,False,1980,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.04391489112320579,0.0009919989341578281,0.9550931099426364,1.2994657472263258,6.0,71.6,0.955,7.5,9.7,4.2,3.8,10
2786,0.0,2011-03-06,Wwf,207,WW,38.634145200000006,-6.17047728,Kimbazi,0,Wami / Ruvu,Mtuba,Pwani,6,1,Bagamoyo,Mkange,800.0,True,GeoData Consultants Ltd,VWC,,False,2006,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.03577563820066802,0.0044319998679170965,0.9597923619314148,13.533282952732442,2.0,71.6,0.96,7.5,9.6,9.2,2.0,5
56558,0.0,2013-02-03,Ministry Of Water,1258,Idara ya maji,33.51648071,-6.93849171,Mnadani,0,Lake Rukwa,Stasheni,Singida,13,3,Manyoni,Rungwa,200.0,True,GeoData Consultants Ltd,VWC,Rungwa water supply,False,1973,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.012106547108736066,0.008000303006492042,0.9798931498847718,31.903577872503618,2.0,71.6,0.98,7.3,6.4,9.9,2.0,10
34430,0.0,2011-03-08,Government Of Tanzania,1355,Gover,35.94974862,-7.61066635,none,0,Rufiji,Dunguya,Iringa,11,7,Kilolo,Uhambingeto,800.0,True,GeoData Consultants Ltd,VWC,,True,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.15037857463631413,0.008736095851818134,0.8408853295118677,12.826830764875229,3.0,71.5,0.841,8.5,9.6,9.1,2.5,10
62683,0.0,2013-01-22,Government Of Tanzania,270,Region water Department,38.86448831,-10.530552900000002,Zahanati,0,Ruvuma / Southern Coast,Kariakoo,Lindi,8,3,Nachingwea,Ndomoni,268.0,True,GeoData Consultants Ltd,VWC,Ndomondo,False,1979,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.0027243822590007224,0.0003006420106436312,0.9969749757303558,8.029750078555423,27.0,71.5,0.997,7.2,7.0,8.2,8.8,5
36186,0.0,2013-01-22,Tcrs,1491,TCRS,30.59430666,-5.7639441,Plot 2,0,Lake Tanganyika,Barabara 1,Rukwa,15,1,Mpanda,Mishamo,150.0,True,GeoData Consultants Ltd,Water authority,,True,1985,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.0120987110519874,0.006494561025161536,0.981406727922851,76.51776404984956,10.0,71.5,0.981,7.3,5.0,10.0,5.2,10
60357,0.0,2012-10-03,Adp,0,WEDECO,32.772620399999994,-3.90240795,Kwa Ntumbashimbi,0,Internal,Seseko,Shinyanga,17,3,Kahama,Isagehe,500.0,True,GeoData Consultants Ltd,VWC,MPEISA,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.177794625829927,0.003516373647001712,0.8186890005230713,9.100573085992488,17.0,71.5,0.819,8.7,8.8,8.5,7.3,10
10490,20.0,2013-01-15,World Bank,833,MWE,29.6824986,-4.90256736,Migazini,0,Lake Tanganyika,Msingeni,Kigoma,16,4,Kigoma Urban,Rubuga,1530.0,True,GeoData Consultants Ltd,VWC,,True,2009,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,0.02332006592281317,0.012045859840806666,0.96463407423638,4.8767779646352984,26.0,71.5,0.965,7.4,9.9,7.0,8.7,2
52296,0.0,2011-07-27,Government Of Tanzania,1298,RWE,33.01897596,-2.05702269,Kwamakaro,0,Lake Victoria,Nzuitaka,Mwanza,19,1,Ukerewe,Mukituntu,300.0,True,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,0.0020098066898828785,0.0008357178514666946,0.9971544754586504,5.933132981628471,39.0,71.4,0.997,7.2,7.2,7.5,9.4,5
39073,0.0,2012-10-18,Dwssp,0,DWE,33.65860021,-3.43822357,Zahanati,0,Internal,Ikurusi,Shinyanga,17,8,Kishapu,Mwadui Lohumbo,500.0,True,GeoData Consultants Ltd,VWC,Idukilo water piped scheme,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.05454214286276712,0.001793551567063171,0.9436643055701698,6.706227029825626,17.0,71.4,0.944,7.6,8.8,7.8,7.3,5
7200,50.0,2013-01-21,Government Of Tanzania,105,DWE,38.98973774,-9.2576632,Kwasaid,0,Ruvuma / Southern Coast,Kijijini,Lindi,80,13,Kilwa,Likawage,363.0,True,GeoData Consultants Ltd,,,True,1985,other,other,other,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.07183540221531058,0.007266516113059826,0.9208980816716297,35.19239136669223,1.0,71.4,0.921,7.7,7.6,9.9,1.6,10
4207,0.0,2011-07-27,Government Of Tanzania,1256,RWE,33.01014232,-2.07686967,none,0,Lake Victoria,Kagera,Mwanza,19,1,Ukerewe,Mukituntu,300.0,True,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.0007799576804417501,0.0008820540936738381,0.9983379882258845,5.92478854740269,38.0,71.4,0.998,7.2,7.2,7.5,9.4,5
23403,0.0,2011-03-09,Tridep,0,DWE,38.85668001,-5.00407005,Tridep,0,Pangani,Kibaoni,Tanga,4,8,Mkinga,Gombero,1030.0,True,GeoData Consultants Ltd,VWC,Shallow well,True,1987,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,seasonal,seasonal,other,other,unknown,hand pump,hand pump,0.1437639969734163,0.003731746606573291,0.8525042564200106,11.485243470924466,11.0,71.4,0.853,8.4,9.8,8.9,5.6,7
72884,0.0,2011-02-23,Government Of Tanzania,89,DDCA,38.753868,-6.92964661,Turuni,0,Wami / Ruvu,Tulini,Pwani,6,3,Kisarawe,Mzenga,500.0,True,GeoData Consultants Ltd,VWC,Maji Coast(Ruvu,False,1978,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.16171651718645816,0.00284550288123594,0.8354379799323063,15.297868270365663,8.0,71.4,0.835,8.5,8.8,9.3,4.6,10
67575,0.0,2013-01-15,World Bank,0,Pet Corporation Ltd,32.67332788,-3.52044659,Kwa Deo George,0,Lake Victoria,Bulige,Shinyanga,17,3,Kahama,Bulige,500.0,True,GeoData Consultants Ltd,,Lake Victoria pipe scheme,True,0,gravity,gravity,gravity,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lake,river/lake,surface,other,other,0.00641221749478206,0.0009211682823970818,0.9926666142228209,11.114608432909055,4.0,71.4,0.993,7.2,8.8,8.8,3.0,5
24291,200.0,2013-01-19,Jaica,-26,Jaica,39.63642133,-10.04944624,Namwikuta,0,Ruvuma / Southern Coast,Kiduni,Lindi,80,62,Lindi Urban,Jamhuri,400.0,True,GeoData Consultants Ltd,,,True,2008,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,0.06473680244872984,0.010163737406106193,0.9250994601451638,5.697816875098837,8.0,71.3,0.925,7.7,7.9,7.4,4.6,10
23285,0.0,2013-01-16,Norad,858,Norad,29.67808878,-4.8820209000000006,Kwa Kiza,0,Lake Tanganyika,Mungonya,Kigoma,16,4,Kigoma Urban,Buhanda businde,3020.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa businde,True,1973,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.018111896115851515,0.006678167894623432,0.9752099359895251,3.786497224469639,26.0,71.3,0.975,7.3,10.0,6.5,8.7,2
35203,0.0,2012-10-09,Rwssp,0,DWE,34.06441828,-3.77427539,Liampapa Nundi,0,Internal,Mwambeshi,Shinyanga,17,8,Kishapu,Mwakipoya,500.0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.014596024267311984,0.03539977495047223,0.9500042007822157,9.248220705321826,11.0,71.2,0.95,7.5,8.8,8.5,5.6,5
71252,500.0,2013-02-10,Tasaf,1241,TASAF,30.11466728,-4.16284534,Pentecoste Church,0,Lake Tanganyika,Minazi,Kigoma,16,2,Kasulu,Kilelema,780.0,True,GeoData Consultants Ltd,Water authority,,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.146935952779687,0.017379573738822523,0.8356844734814907,11.526157331647875,4.0,71.2,0.836,8.5,9.6,8.9,3.0,10
56656,0.0,2012-10-14,Rwssp,0,DWE,33.67014224,-3.67118658,Kwa Yuhana,0,Internal,Mwamala,Shinyanga,17,8,Kishapu,Ukenyenge,500.0,False,GeoData Consultants Ltd,VWC,UNUA piped scheme,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.05382955486832694,0.004581242654824522,0.9415892024768487,6.612169291233371,17.0,71.2,0.942,7.6,8.8,7.8,7.3,5
819,0.0,2011-03-26,Danida,16,DA,39.05890701,-6.59705723,Muhibu,0,Wami / Ruvu,Kwa Kibosha,Pwani,6,1,Bagamoyo,Zinga/Ikerege,300.0,True,GeoData Consultants Ltd,Company,Bagamoyo wate,True,1992,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.05320068565546617,0.005080897321502304,0.9417184170230316,3.4819220574848044,18.0,71.2,0.942,7.6,7.2,6.3,7.5,10
61966,0.0,2013-01-29,Norad,1039,DWE,29.89894682,-4.85194325,Kwa Hussein Tita,0,Lake Tanganyika,Zahanati,Kigoma,16,3,Kigoma Rural,Matendo,175.0,False,GeoData Consultants Ltd,WUG,Mradi wa maji matendo,True,1984,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.011575343685158286,0.024590184082045694,0.9638344722327963,4.163765864191713,22.0,71.1,0.964,7.4,6.2,6.7,8.3,10
57528,0.0,2012-10-21,Government Of Tanzania,0,DWE,33.78370582,-4.29202721,Igogo,0,Internal,Igogo,Tabora,14,2,Igunga,Nanga,150.0,True,GeoData Consultants Ltd,Water authority,World Bank,True,0,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,0.039481786015439786,0.005655579311021519,0.9548626346735388,40.978223586181315,13.0,71.1,0.955,7.4,5.0,9.9,6.3,10
48811,0.0,2012-10-25,World Bank,0,Howard and humfrey consultant,32.88791798,-4.01667228,Kwa Scola,0,Internal,Nawa B,Tabora,14,1,Nzega,Mwamala,150.0,False,GeoData Consultants Ltd,VWC,,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.04367530826118144,0.002902020627381889,0.9534226711114367,8.938230728524806,29.0,71.1,0.953,7.5,5.0,8.4,9.0,10
26724,0.0,2012-10-07,Dwsp,0,DWE,32.24402567,-4.18727341,Chama Cha Ccm,0,Lake Tanganyika,Mbika A,Shinyanga,17,3,Kahama,Ushetu,500.0,True,GeoData Consultants Ltd,VWC,Mbika pipe scheme,True,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.1287895856170145,0.008524443790665354,0.8626859705923201,15.108581841105764,3.0,71.1,0.863,8.2,8.8,9.3,2.5,10
69146,0.0,2012-11-04,Hesawa,1353,DWE,33.92833727,-1.99248613,Kwa Lugesha,0,Lake Victoria,Nyambitirwa,Mara,20,4,Bunda,Sazira,250.0,True,GeoData Consultants Ltd,WUG,,False,1985,other,other,other,wug,user-group,unknown,unknown,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,0.00337419247137147,0.004065329784407355,0.9925604777442212,3.9486368932955327,32.0,71.0,0.993,7.2,6.8,6.6,9.2,7
7111,0.0,2013-01-26,Government Of Tanzania,24,DWE,38.95069016,-8.77390118,Kwandundu,0,Ruvuma / Southern Coast,Mchotike B,Lindi,80,13,Kilwa,Njinjo,230.0,True,GeoData Consultants Ltd,,,True,1993,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.001306450884643339,0.0004079841804588639,0.998285564934898,7.653246724898017,4.0,71.0,0.998,7.1,6.6,8.1,3.0,10
10119,0.0,2011-08-11,Dwe,811,DWE,31.82464568,-7.85710672,Kwa Mzee Nassor Alfan,0,Lake Rukwa,Iyungu,Rukwa,15,2,Sumbawanga Rural,Mtowisa,270.0,True,GeoData Consultants Ltd,VWC,Mtowisa water suply,True,1983,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.07141742656030174,0.03005058991418108,0.8985319835255172,22.453108749642976,8.0,71.0,0.899,7.9,7.0,9.7,4.6,10
3735,0.0,2013-01-29,Norad,1874,Norad,31.67073992,-8.08251146,Kwa Michael,0,Lake Rukwa,Rc,Rukwa,15,4,Sumbawanga Urban,Pito,750.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa pito,True,1986,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,0.009393538642938671,0.00022270477318429467,0.990383756583877,4.463740414696458,21.0,71.0,0.99,7.2,9.6,6.8,8.2,2
7241,0.0,2012-10-07,Dwsp,0,DWE,32.24223048,-4.19262854,Kwa Mzee Mapigano,0,Lake Tanganyika,Mbika A,Shinyanga,17,3,Kahama,Ushetu,500.0,True,GeoData Consultants Ltd,VWC,Mbika pipe scheme,True,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.1278173633947923,0.00869111045733202,0.8634915261478756,14.488629680682806,3.0,71.0,0.863,8.2,8.8,9.3,2.5,10
34672,0.0,2013-01-16,Norad,862,Norad,29.67822479,-4.87816136,Kwa Saidi,0,Lake Tanganyika,Msufini,Kigoma,16,4,Kigoma Urban,Buhanda businde,2030.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa businde,True,1973,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.018254838928712193,0.006580331967695787,0.975164829103592,3.722934645679453,26.0,71.0,0.975,7.3,9.9,6.4,8.7,2
